year,imdb,title,test,clean_test,binary,budget,Country,Genre,isUSFilm,Production,RT_Score
2010,tt0473075,Prince of Persia: The Sands of Time,nowomen,nowomen,FAIL,200000000,USA,"Action, Adventure, Fantasy",True,Walt Disney Pictures,37
2010,tt0935075,Rabbit Hole,ok,ok,PASS,5000000,USA,Drama,True,Lionsgate Films,86
2010,tt0493949,Ramona and Beezus,ok,ok,PASS,15000000,USA,"Adventure, Comedy, Family, Fantasy",True,20th Century Fox,70
2010,tt1245526,Red,men-disagree,men,FAIL,60000000,USA,"Action, Comedy, Crime, Thriller",True,Summit Entertainment,71
2010,tt1403981,Remember Me,ok,ok,PASS,16000000,USA,"Drama, Romance",True,Summit Entertainment,27
2010,tt1053424,Repo Men,ok,ok,PASS,32000000,"USA, Canada","Action, Crime, Sci-Fi, Thriller",True,Universal Studios,21
2010,tt0955308,Robin Hood,dubious-disagree,dubious,FAIL,210000000,"USA, UK","Action, Adventure, Drama, History, Romance",True,Universal,43
2010,tt0944835,Salt,ok-disagree,ok,PASS,130000000,USA,"Action, Mystery, Thriller",True,Sony Pictures,63
2010,tt0446029,Scott Pilgrim vs. the World,ok,ok,PASS,85000000,"USA, UK, Canada, Japan","Action, Comedy, Fantasy, Romance",True,Universal Pictures,81
2010,tt1028576,Secretariat,ok,ok,PASS,35000000,USA,"Biography, Drama, Family, History, Sport",True,Walt Disney Pictures,63
2010,tt1261945,Sex and the city 2,ok,ok,PASS,95000000,USA,"Comedy, Drama, Romance",True,Warner Bros. Pictures,15
2010,tt0892791,Shrek Forever After,notalk,notalk,FAIL,165000000,USA,"Animation, Adventure, Comedy, Family, Fantasy, Romance",True,Paramount,58
2010,tt1130884,Shutter Island,notalk,notalk,FAIL,80000000,USA,"Mystery, Thriller",True,Paramount Studios,68
2010,tt1564585,Skyline,dubious,dubious,FAIL,10000000,USA,"Action, Sci-Fi, Thriller",True,Rogue Pictures/Universal Studios,16
2010,tt1421051,Somewhere,dubious-disagree,dubious,FAIL,7000000,"USA, UK, Italy, Japan","Comedy, Drama",True,Focus Features,70
2010,tt1440292,Submarine,notalk,notalk,FAIL,1900000,"UK, USA","Comedy, Drama, Romance",True,The Weinstein Company,88
2010,tt1512235,Super,notalk,notalk,FAIL,2500000,USA,"Action, Comedy, Drama",True,IFC Midnight,49
2010,tt1135084,Takers,notalk,notalk,FAIL,32000000,USA,"Action, Crime, Thriller",True,Sony Pictures/Screen Gems,29
2010,tt0398286,Tangled,ok,ok,PASS,260000000,USA,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",True,Walt Disney Pictures,89
2010,tt0429493,The A-Team,nowomen-disagree,nowomen,FAIL,110000000,"USA, UK","Action, Adventure, Thriller",True,20th Century Fox,48
2010,tt1212436,The Back-up Plan,ok,ok,PASS,35000000,USA,"Comedy, Romance",True,CBS Films,18
2010,tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,ok-disagree,ok,PASS,155000000,"USA, UK","Adventure, Family, Fantasy",True,20th Century Fox,49
2010,tt0968264,The Conspirator,dubious,dubious,FAIL,25000000,USA,"Crime, Drama, History",True,Roadside Attractions,55
2010,tt0455407,The Crazies,ok,ok,PASS,19000000,"USA, United Arab Emirates","Horror, Thriller",True,Overture Films,71
2010,tt1226753,The Debt,ok,ok,PASS,20000000,"USA, UK, Hungary, Israel","Drama, Thriller",True,Focus Features,77
2010,tt1320253,The Expendables,notalk,notalk,FAIL,82000000,"USA, Bulgaria","Action, Adventure, Thriller",True,Lionsgate Films,42
2010,tt0964517,The Fighter,men,men,FAIL,11000000,USA,"Biography, Drama, Sport",True,Paramount Pictures,90
2010,tt1139328,The Ghost Writer,men,men,FAIL,45000000,"France, Germany, UK","Drama, Mystery, Thriller",False,Summit Entertainment,84
2010,tt0775489,The Illusionist,nowomen,nowomen,FAIL,16500000,"France, UK","Animation, Drama",False,Sony Pictures Classics,91
2010,tt1155076,The Karate Kid,dubious-disagree,dubious,FAIL,40000000,"USA, China","Action, Drama, Family, Romance, Sport",True,Sony Pictures,66
2010,tt0842926,The Kids Are All Right,ok,ok,PASS,4000000,USA,"Comedy, Drama, Romance",True,Focus Features,93
2010,tt0954947,The Killer Inside Me,notalk,notalk,FAIL,13000000,"UK, Sweden, Canada, USA","Crime, Drama, Horror, Thriller",True,IFC Films,54
2010,tt1504320,The King&#39;s Speech,ok-disagree,ok,PASS,15000000,"UK, USA, Australia","Biography, Drama, History",True,The Weinstein Company,94
2010,tt0938283,The Last Airbender,notalk-disagree,notalk,FAIL,150000000,USA,"Action, Adventure, Family, Fantasy",True,Paramount Pictures,5
2010,tt1320244,The Last Exorcism,ok,ok,PASS,1800000,"France, USA","Drama, Horror, Thriller",True,Lionsgate,72
2010,tt0480255,The Losers,notalk,notalk,FAIL,25000000,USA,"Action, Adventure, Crime, Mystery, Thriller",True,Warner Bros. Pictures,48
2010,tt1458175,The Next Three Days,ok,ok,PASS,30000000,"USA, France","Action, Crime, Drama, Romance, Thriller",True,Lionsgate,51
2010,tt1386588,The Other Guys,nowomen-disagree,nowomen,FAIL,100000000,USA,"Action, Comedy, Crime",True,Columbia Pictures,78
2010,tt1017451,The Runaways,ok,ok,PASS,9500000,USA,"Biography, Drama, Music",True,Apparition,69
2010,tt1285016,The Social Network,notalk-disagree,notalk,FAIL,40000000,USA,"Biography, Drama",True,Columbia Pictures,95
2010,tt0963966,The Sorcerer&#39;s Apprentice,notalk,notalk,FAIL,160000000,USA,"Action, Adventure, Family, Fantasy",True,Walt Disney Studios,40
2010,tt1273678,The Spy Next Door,ok,ok,PASS,28000000,USA,"Action, Comedy, Family",True,Lionsgate,12
2010,tt0889573,The Switch,men,men,FAIL,19000000,USA,"Comedy, Drama, Romance",True,Miramax,51
2010,tt1274300,The Tempest,ok,ok,PASS,20000000,USA,"Comedy, Drama, Fantasy, Romance",True,Touchstone Pictures/Miramax Films,30
2010,tt1243957,The Tourist,nowomen,nowomen,FAIL,100000000,"USA, France, Italy, UK","Action, Adventure, Thriller",True,Columbia Pictures,20
2010,tt0840361,The Town,notalk,notalk,FAIL,37000000,USA,"Crime, Drama, Thriller",True,Warner Bros. Pictures,93
2010,tt1325004,The Twilight Saga: Eclipse,ok-disagree,ok,PASS,68000000,USA,"Adventure, Drama, Fantasy, Romance",True,Summit Entertainment,48
2010,tt0780653,The Wolfman,notalk-disagree,notalk,FAIL,150000000,USA,"Drama, Fantasy, Horror, Thriller",True,Universal Pictures,35
2010,tt1570989,Tiny Furniture,ok,ok,PASS,50000,USA,"Comedy, Drama, Romance",True,IFC,79
2010,tt0435761,Toy Story 3,dubious-disagree,dubious,FAIL,200000000,USA,"Animation, Adventure, Comedy, Family, Fantasy",True,Walt Disney Pictures,98
2010,tt1104001,Tron Legacy,notalk-disagree,notalk,FAIL,200000000,USA,"Action, Adventure, Fantasy, Sci-Fi",True,Walt Disney Pictures,50
2010,tt1403865,True Grit,ok-disagree,ok,PASS,35000000,USA,"Adventure, Drama, Western",True,Paramount Pictures,96
2010,tt1465522,Tucker and Dale vs Evil,ok,ok,PASS,5000000,"Canada, USA, India, UK","Comedy, Horror",True,Magnet Releasing,84
2010,tt0477080,Unstoppable,dubious,dubious,FAIL,95000000,USA,"Action, Thriller",True,20th Century Fox,86
2010,tt0817230,Valentine&#39;s Day,ok,ok,PASS,52000000,USA,"Comedy, Romance",True,New Line Cinema/Warner Bros. Pictures,18
2010,tt1027718,Wall Street: Money Never Sleeps,dubious-disagree,dubious,FAIL,70000000,USA,Drama,True,20th Century Fox,55
2010,tt1183923,Welcome to the Rileys,ok,ok,PASS,10000000,"UK, USA",Drama,True,Samuel Goldwyn Films/Destination Films,54
2010,tt1235189,Wild Target,notalk,notalk,FAIL,8000000,"UK, France","Action, Comedy, Crime",False,Freestyle Releasing,33
2010,tt1399683,Winter&#39;s Bone,ok-disagree,ok,PASS,2000000,USA,"Drama, Mystery",True,Roadside Attractions,94
2010,tt1216520,Womb,ok,ok,PASS,13000000,"Germany, Hungary, France","Drama, Romance, Sci-Fi",False,Olive Films,35
2010,tt1302067,Yogi Bear,nowomen,nowomen,FAIL,80000000,"USA, New Zealand","Animation, Adventure, Comedy, Family",True,Warner Bros. Pictures,13
2010,tt1414382,You Again,ok,ok,PASS,20000000,USA,"Comedy, Family, Romance",True,Touchstone Pictures,17
2010,tt1182350,You Will Meet a Tall Dark Stranger,ok,ok,PASS,15000000,"USA, Spain","Comedy, Drama, Romance",True,Sony Pictures Classics,46
2009,tt1022603,(500) Days of Summer,notalk-disagree,notalk,FAIL,7500000,USA,"Comedy, Drama, Romance",True,Fox Searchlight Pictures,85
2009,tt0974661,17 Again,ok-disagree,ok,PASS,40000000,USA,"Comedy, Drama, Fantasy",True,New Line Cinema,56
2009,tt1190080,2012,notalk-disagree,notalk,FAIL,200000000,USA,"Action, Adventure, Sci-Fi",True,Sony Pictures/Columbia,39
2009,tt0472033,9,nowomen,nowomen,FAIL,30000000,USA,"Animation, Action, Adventure, Sci-Fi",True,Focus Features,57
2009,tt0971209,A Perfect Getaway,dubious-disagree,dubious,FAIL,14000000,USA,"Adventure, Mystery, Thriller",True,Universal Pictures,62
2009,tt1019452,A Serious Man,men,men,FAIL,7000000,"USA, UK, France","Comedy, Drama",True,Focus Features,89
2009,tt1315981,A Single Man,notalk,notalk,FAIL,7000000,USA,"Drama, Romance",True,The Weinstein Company,85
2009,tt1185836,Adam,men,men,FAIL,3200000,USA,"Comedy, Drama, Romance",True,Fox Searchlight Pictures,65
2009,tt1091722,Adventureland,men-disagree,men,FAIL,9800000,USA,"Comedy, Drama, Romance",True,Miramax Films,88
2009,tt1186830,Agora,notalk,notalk,FAIL,70000000,"Spain, Malta, Bulgaria","Adventure, Biography, Drama, History, Romance",False,Newmarket Films,53
2009,tt1077262,Ajami,men-disagree,men,FAIL,1000000,"Germany, Israel","Crime, Drama",False,Kino International,97
2009,tt0881891,All About Steve,ok,ok,PASS,15000000,USA,"Comedy, Romance",True,20th Century Fox,6
2009,tt1174732,An Education,ok,ok,PASS,7500000,"UK, USA",Drama,True,Sony Classics,95
2009,tt0808151,Angels &amp; Demons,nowomen,nowomen,FAIL,150000000,"USA, Italy","Mystery, Thriller",True,Sony/Columbia Pictures,37
2009,tt0913354,Armored,nowomen,nowomen,FAIL,20000000,USA,"Action, Crime, Thriller",True,Sony/Screen Gems,40
2009,tt0375568,Astro Boy,dubious,dubious,FAIL,65000000,"Japan, Hong Kong, USA","Animation, Action, Comedy, Family, Sci-Fi",True,Summit Entertainment,50
2009,tt0499549,Avatar,men-disagree,men,FAIL,425000000,"UK, USA","Action, Adventure, Fantasy, Sci-Fi",True,20th Century Fox,82
2009,tt1176740,Away We Go,ok,ok,PASS,21000000,"USA, UK","Comedy, Drama, Romance",True,Focus Features,68
2009,tt0889583,Br&uuml;no,nowomen-disagree,nowomen,FAIL,42000000,"USA, UK",Comedy,True,Universal Pictures,67
2009,tt0901476,Bride Wars,ok,ok,PASS,30000000,USA,"Comedy, Romance",True,20th Century Fox,10
2009,tt0810784,Bright Star,ok,ok,PASS,8500000,"UK, Australia, France","Biography, Drama, Romance",False,Apparition Films,82
2009,tt1210042,Brooklyn&#39;s Finest,notalk,notalk,FAIL,17000000,USA,"Crime, Drama, Thriller",True,Overture Films,44
2009,tt0765010,Brothers,ok,ok,PASS,26000000,USA,"Drama, War",True,Lionsgate Films,63
2009,tt1232207,Capitalism: A Love Story,notalk-disagree,notalk,FAIL,20000000,USA,"Documentary, Crime, News",True,Overture Films,75
2009,tt0795351,Case 39,ok,ok,PASS,27000000,"USA, Canada","Horror, Mystery, Thriller",True,Paramount Studios,21
2009,tt1352824,Chloe,men-disagree,men,FAIL,13000000,"USA, Canada, France","Drama, Mystery, Romance, Thriller",True,Sony Pictures Classics,51
2009,tt0844471,Cloudy with a Chance of Meatballs,notalk-disagree,notalk,FAIL,100000000,USA,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",True,Sony Pictures,86
2009,tt1035736,Coco avant Chanel,ok,ok,PASS,23000000,"France, Belgium","Biography, Drama",False,Sony Pictures Classics,63
2009,tt0327597,Coraline,ok,ok,PASS,60000000,USA,"Animation, Drama, Fantasy, Thriller",True,Focus Features,90
2009,tt0433362,Daybreakers,notalk,notalk,FAIL,20000000,"Australia, USA","Action, Fantasy, Horror, Sci-Fi, Thriller",True,Lionsgate,67
2009,tt1278340,Dead Snow,men-disagree,men,FAIL,800000,Norway,"Comedy, Horror",False,IFC,68
2009,tt1136608,District 9,notalk-disagree,notalk,FAIL,30000000,"South Africa, USA, New Zealand, Canada","Action, Sci-Fi, Thriller",True,Sony Pictures/Screen Gems,90
2009,tt1127180,Drag Me to Hell,ok,ok,PASS,30000000,USA,"Horror, Thriller",True,Universal Pictures,92
2009,tt1191111,Enter the Void,notalk,notalk,FAIL,16000000,"France, Germany, Italy, Canada, Japan","Drama, Fantasy",False,IFC Films,71
2009,tt0780511,Everybody&#39;s Fine,men,men,FAIL,20000000,USA,"Adventure, Drama",True,Miramax,47
2009,tt0432283,Fantastic Mr. Fox,notalk,notalk,FAIL,40000000,USA,"Animation, Adventure, Comedy, Crime, Drama, Family",True,20th Century Fox,92
2009,tt1013752,Fast &amp; Furious,notalk,notalk,FAIL,85000000,USA,"Action, Crime, Thriller",True,Universal Pictures,29
2009,tt1083456,Fired Up!,notalk,notalk,FAIL,20000000,USA,"Comedy, Sport",True,Sony/Screen Gems,25
2009,tt1232776,Fish Tank,ok,ok,PASS,3000000,"Netherlands, UK",Drama,False,IFC,91
2009,tt0758746,Friday the 13th,men,men,FAIL,17000000,USA,"Horror, Mystery, Thriller",True,Warner Bros. Pictures/New Line/Paramount,25
2009,tt1201167,Funny People,notalk,notalk,FAIL,72500000,USA,"Comedy, Drama",True,Universal Pictures,69
2009,tt0436339,G-Force,notalk,notalk,FAIL,150000000,USA,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",True,Walt Disney Pictures,22
2009,tt1046173,G.I. Joe: The Rise of Cobra,notalk-disagree,notalk,FAIL,175000000,"USA, Czech Republic","Action, Adventure, Sci-Fi, Thriller",True,Paramount Pictures,34
2009,tt1034032,Gamer,notalk,notalk,FAIL,50000000,USA,"Action, Sci-Fi, Thriller",True,Lionsgate Films,30
2009,tt1194263,Get Low,notalk-disagree,notalk,FAIL,7000000,"USA, Germany, Poland","Drama, Mystery",True,Sony Pictures Classics,85
2009,tt1289406,Harry Brown,notalk,notalk,FAIL,7300000,UK,"Action, Crime, Drama, Thriller",False,Samuel Goldwyn Films,63
2009,tt0417741,Harry Potter and the Half-Blood Prince,ok-disagree,ok,PASS,250000000,"UK, USA","Adventure, Family, Fantasy, Mystery",True,Warner Bros. Pictures,84
2009,tt1001508,He&#39;s Just Not That Into You,ok,ok,PASS,40000000,"Germany, USA","Comedy, Drama, Romance",True,Warner Bros. Pictures/New Line Cinema,40
2009,tt1024744,I Come with the Rain,nowomen,nowomen,FAIL,18000000,"France, Hong Kong, Ireland, Spain, UK",Thriller,False,LeBrocquy Fraser Prods.,-1
2009,tt1045772,I Love You Phillip Morris,notalk-disagree,notalk,FAIL,13000000,"France, USA","Biography, Comedy, Crime, Drama, Romance",True,Roadside Attractions,71
2009,tt1155056,"I Love You, Man",men-disagree,men,FAIL,40000000,USA,"Comedy, Romance",True,Dreamworks/Paramount,83
2009,tt1080016,Ice Age: Dawn of the Dinosaurs,notalk,notalk,FAIL,90000000,USA,"Animation, Adventure, Comedy, Family",True,20th Century Fox/Emerging Pictures,46
2009,tt0361748,Inglourious Basterds,dubious-disagree,dubious,FAIL,70000000,"Germany, USA","Adventure, Drama, War",True,The Weinstein Company,88
2009,tt1057500,Invictus,notalk,notalk,FAIL,49000000,USA,"Biography, Drama, History, Sport",True,Warner Bros. Pictures,76
2009,tt1230414,It&#39;s Complicated,ok,ok,PASS,85000000,"USA, Japan","Comedy, Drama, Romance",True,Universal Pictures,58
2009,tt1131734,Jennifer&#39;s Body,ok,ok,PASS,16000000,USA,"Comedy, Horror",True,20th Century Fox,44
2009,tt1135503,Julie &amp; Julia,ok,ok,PASS,40000000,USA,"Biography, Drama, Romance",True,Sony/Columbia Pictures,76
2009,tt0448011,Knowing,notalk,notalk,FAIL,50000000,"USA, UK, Australia","Action, Drama, Mystery, Sci-Fi, Thriller",True,Summit Entertainment,33
2009,tt1197624,Law Abiding Citizen,notalk-disagree,notalk,FAIL,53000000,USA,"Crime, Drama, Thriller",True,Overture Films,26
2009,tt0808526,Life During Wartime,ok,ok,PASS,4500000,USA,"Comedy, Drama",True,IFC Films,69
2009,tt1149361,Micmacs (Micmacs &agrave; tire-larigot),dubious,dubious,FAIL,42000000,France,"Action, Comedy, Crime",False,Sony Pictures Classics,73
2009,tt0892782,Monsters vs Aliens,dubious-disagree,dubious,FAIL,175000000,USA,"Animation, Action, Adventure, Comedy, Family, Sci-Fi",True,Paramount/Dreamworks Animation,73
2009,tt1182345,Moon,notalk-disagree,notalk,FAIL,5000000,"UK, USA","Drama, Mystery, Sci-Fi",True,Sony Pictures Classics,90
2009,tt1121977,Mother and Child,ok,ok,PASS,7000000,"USA, Spain","Drama, Romance",True,Sony Pictures Classics,78
2009,tt1179891,My Bloody Valentine 3D,men,men,FAIL,14000000,USA,"Horror, Mystery, Thriller",True,Lionsgate Films,60
2009,tt1078588,My Sister&#39;s Keeper,ok,ok,PASS,27500000,USA,"Drama, Family",True,Warner Bros. Pictures,48
2009,tt0875034,Nine,men-disagree,men,FAIL,80000000,"UK, USA","Drama, Musical, Romance",True,The Weinstein Co.,40
2009,tt1186367,Ninja Assassin,notalk-disagree,notalk,FAIL,50000000,"Germany, USA","Action, Thriller",True,Warner Bros. Pictures/Dark Castle Ent.,25
2009,tt1266029,Nowhere Boy,dubious,dubious,FAIL,1900000,"UK, Canada","Biography, Drama, Music, Romance",False,Weinstein Company,80
2009,tt1235796,Ondine,ok,ok,PASS,12000000,"Ireland, USA","Drama, Mystery, Romance",True,Magnolia Pictures,69
2009,tt1532957,Paa,men,men,FAIL,4300000,India,"Comedy, Drama",False,Big Pictures,43
2009,tt1188729,Pandorum,notalk,notalk,FAIL,40000000,"Germany, UK, USA","Action, Horror, Mystery, Sci-Fi, Thriller",True,Overture Films,28
2009,tt1003034,Perrier&#39;s Bounty,nowomen,nowomen,FAIL,6600000,"Ireland, UK","Action, Comedy, Crime, Drama, Romance, Thriller",False,IFC Films,56
2009,tt0762125,Planet 51,notalk,notalk,FAIL,60000000,"Spain, UK, USA","Animation, Adventure, Comedy, Family, Sci-Fi",True,Sony Pictures/TriStar Pictures,22
2009,tt0929632,Precious: Based on the Novel Push by Sapphire,ok,ok,PASS,10000000,USA,Drama,True,Lionsgate Films,91
2009,tt1152836,Public Enemies,notalk,notalk,FAIL,102500000,"USA, Japan","Biography, Crime, Drama",True,Universal Studios,68
2009,tt0465580,Push,ok,ok,PASS,38000000,"USA, Canada","Action, Sci-Fi, Thriller",True,Summit Entertainment,23
2009,tt0988045,Sherlock Holmes,notalk,notalk,FAIL,90000000,"USA, Germany, UK","Action, Adventure, Crime, Mystery, Thriller",True,Warner Bros. Pictures/Village Roadshow,70
2009,tt1017460,Splice,ok,ok,PASS,30000000,"Canada, France, USA","Drama, Horror, Sci-Fi",True,Warner Brothers,75
2009,tt0796366,Star Trek,ok-disagree,ok,PASS,140000000,"USA, Germany","Action, Adventure, Sci-Fi",True,IMAX,94
2009,tt0473705,State of Play,ok,ok,PASS,60000000,"USA, UK, France","Crime, Drama, Mystery, Thriller",True,Universal Pictures,84
2009,tt0986263,Surrogates,notalk,notalk,FAIL,80000000,USA,"Action, Sci-Fi, Thriller",True,Touchstone Pictures,37
2009,tt0438488,Terminator Salvation,men-disagree,men,FAIL,200000000,"USA, Germany, UK, Italy","Action, Adventure, Sci-Fi",True,Warner Bros. Pictures,33
2009,tt0878804,The Blind Side,men,men,FAIL,35000000,USA,"Biography, Drama, Sport",True,Warner Bros. Pictures,66
2009,tt1131729,The Boat That Rocked,nowomen-disagree,nowomen,FAIL,50000000,"UK, France, Germany","Comedy, Drama, Music",False,Focus Features,62
2009,tt1300851,The Boondock Saints II: All Saints Day,nowomen,nowomen,FAIL,8000000,USA,"Action, Crime, Thriller",True,Apparition,23
2009,tt0362478,The Box,ok,ok,PASS,25000000,USA,"Drama, Fantasy, Mystery, Sci-Fi, Thriller",True,Warner Bros. Pictures,44
2009,tt0896923,The City of Your Final Destination,ok-disagree,ok,PASS,8300000,USA,"Drama, Romance",True,Screen Media Films,38
2009,tt1144884,The Final Destination,ok,ok,PASS,40000000,USA,"Horror, Thriller",True,Warner Bros. Pictures,28
2009,tt1220198,The Fourth Kind,ok,ok,PASS,10000000,"USA, UK","Mystery, Sci-Fi, Thriller",True,Universal Pictures,18
2009,tt1132620,The Girl with the Dragon Tattoo,dubious-disagree,dubious,FAIL,90000000,"Sweden, Denmark, Germany, Norway","Crime, Drama, Mystery, Thriller",False,Music Box Films,86
2009,tt1103982,The Girlfriend Experience,dubious,dubious,FAIL,1300000,USA,Drama,True,Magnolia Pictures,66
2009,tt1247662,The Good Guy,ok,ok,PASS,10000000,USA,"Comedy, Romance",True,Roadside Attractions,35
2009,tt1119646,The Hangover,notalk,notalk,FAIL,35000000,"USA, Germany",Comedy,True,Warner Bros. Pictures,78
2009,tt1054606,The Imaginarium of Doctor Parnassus,notalk,notalk,FAIL,30000000,"UK, Canada, France","Adventure, Comedy, Fantasy, Mystery",False,Sony Pictures Classics,64
2009,tt1130080,The Informant!,notalk,notalk,FAIL,22000000,USA,"Biography, Comedy, Crime, Drama",True,Warner Bros. Pictures,80
2009,tt1058017,The Invention of Lying,men,men,FAIL,18500000,USA,"Comedy, Fantasy, Romance",True,Warner Bros. Pictures,56
2009,tt0824758,The Last Station,ok,ok,PASS,18000000,"UK, Germany, Russia","Biography, Drama, Romance",False,Sony Pictures Classics,71
2009,tt0380510,The Lovely Bones,ok,ok,PASS,95000000,"USA, UK, New Zealand","Drama, Fantasy, Thriller",True,Paramount Pictures,32
2009,tt1234548,The Men Who Stare at Goats,nowomen,nowomen,FAIL,24000000,"USA, UK","Comedy, War",True,Overture Films,51
2009,tt0790712,The Messenger,notalk,notalk,FAIL,6500000,USA,"Drama, Romance, War",True,Oscilloscope Pictures,89
2009,tt0780521,The Princess and the Frog,ok,ok,PASS,105000000,USA,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",True,Walt Disney Pictures,85
2009,tt1041829,The Proposal,men-disagree,men,FAIL,40000000,USA,"Comedy, Drama, Romance",True,Walt Disney Pictures,44
2009,tt0898367,The Road,notalk-disagree,notalk,FAIL,25000000,USA,"Adventure, Drama",True,The Weinstein Co./Dimension,73
2009,tt0485601,The Secret of Kells,nowomen-disagree,nowomen,FAIL,8000000,"France, Belgium, Ireland, Netherlands, USA, Denmark, Brazil, Germany, Austria, Hungary","Animation, Adventure, Family, Fantasy",True,GKIDS,91
2009,tt0821642,The Soloist,notalk,notalk,FAIL,60000000,"UK, France, USA","Biography, Drama, Music",True,Dreamworks/Paramount,57
2009,tt1111422,The Taking of Pelham 123,nowomen,nowomen,FAIL,110000000,"USA, UK","Action, Crime, Thriller",True,Sony/Columbia Pictures,51
2009,tt0452694,The Time Traveler&#39;s Wife,dubious,dubious,FAIL,39000000,USA,"Drama, Fantasy, Romance, Sci-Fi",True,Warner Bros. Pictures,39
2009,tt1142988,The Ugly Truth,men,men,FAIL,38000000,USA,"Comedy, Romance",True,Sony/Columbia Pictures,14
2009,tt1139668,The Unborn,ok,ok,PASS,16000000,USA,"Drama, Horror, Mystery, Thriller",True,Rogue Pictures,10
2009,tt0962736,The Young Victoria,ok,ok,PASS,35000000,"UK, USA","Biography, Drama, History, Romance",True,Apparition,77
2009,tt1055369,Transformers: Revenge of the Fallen,ok-disagree,ok,PASS,210000000,USA,"Action, Adventure, Sci-Fi",True,Paramount/Dreamworks,19
2009,tt1049413,Up,notalk,notalk,FAIL,175000000,USA,"Animation, Adventure, Comedy, Family",True,Walt Disney Pictures,98
2009,tt1193138,Up in the Air,men-disagree,men,FAIL,30000000,USA,"Comedy, Drama, Romance",True,Paramount Pictures,91
2009,tt1068678,Veronika Decides to Die,ok,ok,PASS,9000000,USA,"Drama, Romance",True,Entertainment One Films,-1
2009,tt0409459,Watchmen,men-disagree,men,FAIL,138000000,USA,"Action, Drama, Mystery, Sci-Fi",True,Warner Bros. Pictures,64
2009,tt1178663,Whatever Works,dubious-disagree,dubious,FAIL,15000000,"USA, France","Comedy, Romance",True,Sony Pictures Classics,49
2009,tt0386117,Where the Wild Things Are,notalk,notalk,FAIL,100000000,"Germany, Australia, USA","Adventure, Drama, Family, Fantasy",True,Warner Bros. Pictures,73
2009,tt1172233,Whip It,ok,ok,PASS,15000000,USA,"Drama, Sport",True,Fox Searchlight Pictures,84
2009,tt0365929,Whiteout,ok,ok,PASS,35000000,"USA, Canada, France, Turkey","Action, Crime, Horror, Mystery, Thriller",True,Warner Bros. Pictures,7
2009,tt0458525,X-Men Origins: Wolverine,dubious-disagree,dubious,FAIL,150000000,"USA, UK","Action, Adventure, Sci-Fi, Thriller",True,20th Century Fox,37
2009,tt0448182,Yesterday Was a Lie,ok,ok,PASS,200000,USA,"Drama, Music, Mystery",True,Helicon Arts Cooperative,83
2009,tt0403702,Youth in Revolt,notalk-disagree,notalk,FAIL,18000000,USA,"Comedy, Drama, Romance",True,The Weinstein Company,66
2009,tt1156398,Zombieland,ok-disagree,ok,PASS,23600000,USA,"Adventure, Comedy, Horror, Sci-Fi",True,Sony/Columbia Pictures,90
2008,tt0478087,21,ok,ok,PASS,35000000,USA,"Crime, Drama, History, Thriller",True,Sony/Columbia Pictures,35
2008,tt0800308,Appaloosa,notalk,notalk,FAIL,20000000,USA,"Crime, Drama, Romance, Western",True,Warner Bros. Pictures,77
2008,tt0455824,Australia,men,men,FAIL,130000000,"UK, Australia, USA","Adventure, Comedy, Drama, Romance, War, Western",True,20th Century Fox,55
2008,tt0871426,Baby Mama,ok,ok,PASS,30000000,USA,"Comedy, Romance",True,Universal Pictures,64
2008,tt0799934,Be Kind Rewind,notalk,notalk,FAIL,20000000,"UK, France, USA",Comedy,True,New Line Cinema,65
2008,tt0960731,Bedtime Stories,ok,ok,PASS,80000000,USA,"Comedy, Family, Fantasy, Romance",True,Walt Disney Pictures,26
2008,tt0861689,Blindness,ok,ok,PASS,25000000,"Canada, Brazil, Japan","Drama, Mystery, Sci-Fi, Thriller",False,Miramax,44
2008,tt0397892,Bolt,ok-disagree,ok,PASS,150000000,USA,"Animation, Adventure, Comedy, Drama, Family",True,Walt Disney Pictures,89
2008,tt0887883,Burn After Reading,notalk,notalk,FAIL,37000000,"USA, UK, France","Comedy, Crime, Drama, Thriller",True,Focus Features,78
2008,tt0824747,Changeling,ok,ok,PASS,55000000,USA,"Biography, Crime, Drama, History, Mystery, Thriller",True,Universal Pictures,61
2008,tt0892255,Che: Part One,notalk,notalk,FAIL,58000000,"France, Spain, USA","Biography, Drama, History, War",True,IFC Films,67
2008,tt0970411,City of Ember,ok,ok,PASS,38000000,USA,"Adventure, Family, Fantasy, Sci-Fi",True,Fox Walden,53
2008,tt1060277,Cloverfield,ok,ok,PASS,25000000,USA,"Action, Horror, Sci-Fi, Thriller",True,Paramount,77
2008,tt0489018,Day of the Dead,ok,ok,PASS,18000000,USA,"Action, Horror, Thriller",True,First Look International,14
2008,tt0452608,Death Race,notalk,notalk,FAIL,65000000,"USA, Germany, UK","Action, Sci-Fi, Thriller",True,Universal Pictures,42
2008,tt1034303,Defiance,ok,ok,PASS,50000000,USA,"Action, Drama, History, Thriller, War",True,Paramount Vantage,57
